Generator Number,Bus Number,PlantCode,Lon,FuelType,GenId,Lat,GenBusDistance
355,2492,6060,-116.1714,Natural Gas Fired Combustion Turbine,4,33.6758,0.131376418
356,2595,6099,-120.855542,Nuclear,1,35.211536,0.623549338
357,2595,6099,-120.855542,Nuclear,2,35.211536,0.623549338
358,2947,6158,-120.528211,Conventional Hydroelectric,1,37.946927,0.094861623
359,2947,6158,-120.528211,Conventional Hydroelectric,2,37.946927,0.094861623
360,757,6196,-118.7881,Conventional Hydroelectric,1,34.6853,0.048464249
361,757,6196,-118.7881,Conventional Hydroelectric,2,34.6853,0.048464249
362,2124,6211,-122.28185,Petroleum Liquids,GEN1,37.79675,0.12417906
363,2124,6211,-122.28185,Petroleum Liquids,GEN2,37.79675,0.12417906
364,2124,6211,-122.28185,Petroleum Liquids,GEN3,37.79675,0.12417906
365,532,6449,-117.9093,Conventional Hydroelectric,1,34.1548,2.090860071
366,592,6480,-118.525113,Conventional Hydroelectric,1,34.534337,7.931486405
367,592,6480,-118.525113,Conventional Hydroelectric,2,34.534337,7.931486405
368,592,6480,-118.525113,Conventional Hydroelectric,3,34.534337,7.931486405
369,2323,6518,-120.027222,Petroleum Liquids,KB1,39.245833,0.019879663
370,2323,6518,-120.027222,Petroleum Liquids,KB2,39.245833,0.019879663
371,2323,6518,-120.027222,Petroleum Liquids,KB3,39.245833,0.019879663
372,2323,6518,-120.027222,Petroleum Liquids,KB4,39.245833,0.019879663
373,2323,6518,-120.027222,Petroleum Liquids,KB5,39.245833,0.019879663
374,2323,6518,-120.027222,Petroleum Liquids,KB6,39.245833,0.019879663
375,9573,6612,-120.444335,Conventional Hydroelectric,1,38.86429,0.159996869
376,513,6643,-118.3516,Conventional Hydroelectric,1,34.20795,1.210584062
377,2480,6644,-117.4537,Conventional Hydroelectric,1,33.8553,0.05892988
378,592,6645,-118.6092,Conventional Hydroelectric,1,34.5148,0.086783711
379,592,6645,-118.6092,Conventional Hydroelectric,2,34.5148,0.086783711
380,722,6646,-117.7958,Conventional Hydroelectric,1,34.1275,0.030188459
381,953,6647,-117.8192,Conventional Hydroelectric,1,33.9117,0.153641929
382,1691,7066,-120.10455,Conventional Hydroelectric,1,39.470447,0.014158067
383,1691,7066,-120.10455,Conventional Hydroelectric,2,39.470447,0.014158067
384,2452,7072,-117.323548,Conventional Hydroelectric,1,34.307444,0.005807067
385,2452,7072,-117.323548,Conventional Hydroelectric,2,34.307444,0.005807067
386,2452,7072,-117.323548,Conventional Hydroelectric,3,34.307444,0.005807067
387,62,7129,-121.546359,Conventional Hydroelectric,TD1,39.528749,2.995840172
388,2460,7147,-117.039539,Conventional Hydroelectric,3,34.088019,0.011340745
389,2460,7147,-117.039539,Conventional Hydroelectric,4,34.088019,0.011340745
390,2460,7147,-117.039539,Conventional Hydroelectric,5,34.088019,0.011340745
391,242,7151,-122.533248,Conventional Hydroelectric,1,39.586864,0.021380083
392,242,7151,-122.533248,Conventional Hydroelectric,2,39.586864,0.021380083
393,2293,7189,-122.538683,Conventional Hydroelectric,1,40.597617,0.148961659
394,3248,7232,-121.944238,Natural Gas Fired Combustion Turbine,1,37.364297,0.004131952
395,3248,7232,-121.944238,Natural Gas Fired Combustion Turbine,2,37.364297,0.004131952
396,2401,7266,-121.020397,Natural Gas Fired Combined Cycle,2,37.652602,0.079208058
397,2401,7266,-121.020397,Natural Gas Fired Combined Cycle,3,37.652602,0.079208058
398,2401,7266,-121.020397,Natural Gas Internal Combustion Engine,3A,37.652602,0.079208058
399,2401,7266,-121.020397,Natural Gas Internal Combustion Engine,3B,37.652602,0.079208058
400,2401,7266,-121.020397,Natural Gas Internal Combustion Engine,3C,37.652602,0.079208058
401,2401,7266,-121.020397,Natural Gas Internal Combustion Engine,3D,37.652602,0.079208058
402,2401,7266,-121.020397,Natural Gas Internal Combustion Engine,3E,37.652602,0.079208058
403,2401,7266,-121.020397,Natural Gas Internal Combustion Engine,3F,37.652602,0.079208058
404,2401,7266,-121.020397,Natural Gas Fired Combustion Turbine,NA1,37.652602,0.079208058
405,1966,7307,-122.423281,Natural Gas Fired Combustion Turbine,1,40.507292,0.336231491
406,1966,7307,-122.423281,Natural Gas Fired Combustion Turbine,2,40.507292,0.336231491
407,1966,7307,-122.423281,Natural Gas Fired Combustion Turbine,3,40.507292,0.336231491
408,1966,7307,-122.423281,Natural Gas Fired Combined Cycle,4,40.507292,0.336231491
409,1966,7307,-122.423281,Natural Gas Fired Combined Cycle,5,40.507292,0.336231491
410,1966,7307,-122.423281,Natural Gas Fired Combined Cycle,6,40.507292,0.336231491
411,2909,7338,-121.279173,Conventional Hydroelectric,NA1,39.889287,4.781715067
412,2349,7368,-122.7195,Geothermal,1,38.752,0.031167862
413,2349,7368,-122.7195,Geothermal,2,38.752,0.031167862
414,751,7436,-118.2219,Petroleum Liquids,JH1,33.9986,0.159662724
415,751,7436,-118.2219,Petroleum Liquids,JH2,33.9986,0.159662724
416,751,7436,-118.2219,Petroleum Liquids,JH3,33.9986,0.159662724
417,751,7436,-118.2219,Petroleum Liquids,JH4,33.9986,0.159662724
418,751,7436,-118.2219,Petroleum Liquids,JH5,33.9986,0.159662724
419,2386,7449,-121.386944,Natural Gas Fired Combustion Turbine,NA1,38.088138,0.112641597
420,2132,7450,-122.2889,Natural Gas Fired Combustion Turbine,1,37.7886,0.082214374
421,2132,7450,-122.2889,Natural Gas Fired Combustion Turbine,2,37.7886,0.082214374
422,1017,7452,-121.323807,Natural Gas Fired Combustion Turbine,1,38.810677,0.040280014
423,1017,7452,-121.323807,Natural Gas Fired Combustion Turbine,2,38.810677,0.040280014
424,3031,7507,-121.095833,Conventional Hydroelectric,1,39.53,5.454108756
425,2380,7526,-121.769031,Onshore Wind Turbine,1,38.116415,5.327140852
426,2380,7526,-121.769031,Onshore Wind Turbine,2,38.116415,5.327140852
427,2380,7526,-121.769031,Onshore Wind Turbine,2B,38.116415,5.327140852
428,2380,7526,-121.769031,Onshore Wind Turbine,3,38.116415,5.327140852
429,2372,7527,-121.462387,Natural Gas Fired Combustion Turbine,1,38.445681,0.052115909
430,2372,7527,-121.462387,Natural Gas Fired Combined Cycle,2,38.445681,0.052115909
431,2372,7527,-121.462387,Natural Gas Fired Combined Cycle,CCCT,38.445681,0.052115909
432,2367,7551,-121.400128,Natural Gas Fired Combined Cycle,CCST,38.530943,0.085485192
433,2367,7551,-121.400128,Natural Gas Fired Combined Cycle,CT1A,38.530943,0.085485192
434,2367,7551,-121.400128,Natural Gas Fired Combined Cycle,CT1B,38.530943,0.085485192
435,2367,7551,-121.400128,Natural Gas Fired Combustion Turbine,CT1C,38.530943,0.085485192
436,9234,7552,-121.4735,Natural Gas Fired Combined Cycle,CCCT,38.511,0.136425131
437,9234,7552,-121.4735,Natural Gas Fired Combined Cycle,CCST,38.511,0.136425131
438,9867,7824,-115.5364,Natural Gas Fired Combustion Turbine,1,32.9553,0.040225903
439,9867,7824,-115.5364,Petroleum Liquids,2,32.9553,0.040225903
440,2182,7907,-119.327,Conventional Hydroelectric,1,36.8326,0.024127836
441,2182,7907,-119.327,Conventional Hydroelectric,2,36.8326,0.024127836
442,2182,7907,-119.327,Conventional Hydroelectric,3,36.8326,0.024127836
443,2223,7911,-118.796498,Conventional Hydroelectric,1,35.44072,0.028841427
444,2495,7942,-117.0698,Conventional Hydroelectric,10,33.6808,0.021005556
445,2495,7942,-117.0698,Conventional Hydroelectric,11,33.6808,0.021005556
446,2495,7942,-117.0698,Conventional Hydroelectric,12,33.6808,0.021005556
447,2495,7942,-117.0698,Conventional Hydroelectric,2,33.6808,0.021005556
448,2495,7942,-117.0698,Conventional Hydroelectric,3,33.6808,0.021005556
449,2495,7942,-117.0698,Conventional Hydroelectric,4,33.6808,0.021005556
450,2495,7942,-117.0698,Conventional Hydroelectric,6,33.6808,0.021005556
451,2495,7942,-117.0698,Conventional Hydroelectric,7,33.6808,0.021005556
452,2495,7942,-117.0698,Conventional Hydroelectric,8,33.6808,0.021005556
453,514,7987,-118.3147,Natural Gas Fired Combustion Turbine,L1,34.1772,0.109990753
454,1592,8076,-119.900055,Natural Gas Fired Combustion Turbine,1,34.431419,0.031627973
455,2176,10005,-121.1708,Onshore Wind Turbine,WTGS,37.0478,1.813880724
456,1380,10026,-117.3215,Other Waste Biomass,EG10,33.1165,2.546760108
457,1380,10026,-117.3215,Other Waste Biomass,EG20,33.1165,2.546760108
458,1380,10026,-117.3215,Other Waste Biomass,EG30,33.1165,2.546760108
459,1380,10026,-117.3215,Other Waste Biomass,EG40,33.1165,2.546760108
460,2425,10034,-121.5367,Natural Gas Fired Combined Cycle,GEN1,37.0001,0.169630276
461,2425,10034,-121.5367,Natural Gas Fired Combined Cycle,GEN2,37.0001,0.169630276
462,1890,10042,-119.2947,Natural Gas Fired Combustion Turbine,KDHT1,36.3275,1.432822998
463,251,10052,-124.2028,Wood/Wood Waste Biomass,GEN1,40.7995,0.55810983
464,2257,10091,-118.2836,Other Waste Biomass,G2,33.7683,1.712852735
465,2257,10091,-118.2836,Other Waste Biomass,G3,33.7683,1.712852735
466,2257,10091,-118.2836,Other Waste Biomass,GEN1,33.7683,1.712852735
467,2257,10091,-118.2836,Other Waste Biomass,GEN4,33.7683,1.712852735
468,357,10110,-119.321633,Natural Gas Fired Combustion Turbine,GEN1,35.395063,0.11383547
469,2945,10115,-117.006397,Natural Gas Fired Combustion Turbine,GEN3,32.77973,1.945663402
470,1851,10128,-123.4347,Conventional Hydroelectric,GEN1,40.37,7.733807997
471,1851,10128,-123.4347,Conventional Hydroelectric,GEN2,40.37,7.733807997
472,435,10139,-118.4822,Conventional Hydroelectric,GEN1,35.6439,0.064098751
473,435,10139,-118.4822,Conventional Hydroelectric,GEN2,35.6439,0.064098751
474,1004,10144,-121.3097,Wood/Wood Waste Biomass,GEN4,38.9032,1.382866132
475,2924,10162,-116.640548,Conventional Hydroelectric,WWHI,33.934725,1.710196571
476,2253,10169,-118.2491,Natural Gas Fired Combined Cycle,GEN1,33.8759,0.016468276
477,2253,10169,-118.2491,Natural Gas Fired Combined Cycle,GEN2,33.8759,0.016468276
478,9557,10175,-117.1517,Petroleum Liquids,799,32.7992,2.150593075
479,9557,10175,-117.1517,Natural Gas Fired Combustion Turbine,1711,32.7992,2.150593075
480,9557,10175,-117.1517,Petroleum Liquids,5083,32.7992,2.150593075
481,9557,10175,-117.1517,Petroleum Liquids,5084,32.7992,2.150593075
482,9557,10175,-117.1517,Petroleum Liquids,5085,32.7992,2.150593075
483,2891,10191,-118.389722,Onshore Wind Turbine,EXIS,35.060556,2.280667602
484,1287,10206,-117.248417,Natural Gas Fired Combustion Turbine,GEN1,34.050391,1.314749722
485,1287,10206,-117.248417,Natural Gas Fired Combustion Turbine,GEN2,34.050391,1.314749722
486,1287,10206,-117.248417,Petroleum Liquids,GEN4,34.050391,1.314749722
487,1287,10206,-117.248417,Petroleum Liquids,GEN5,34.050391,1.314749722
488,2252,10213,-118.4031,Natural Gas Fired Combined Cycle,GEN1,33.9058,0.36866515
489,2252,10213,-118.4031,Natural Gas Fired Combined Cycle,GEN2,33.9058,0.36866515
490,2252,10213,-118.4031,Natural Gas Fired Combined Cycle,GEN5,33.9058,0.36866515
491,2252,10213,-118.4031,Natural Gas Fired Combined Cycle,GEN6,33.9058,0.36866515
492,2252,10213,-118.4031,Natural Gas Fired Combined Cycle,GEN7,33.9058,0.36866515
493,2252,10213,-118.4031,Natural Gas Fired Combined Cycle,GEN8,33.9058,0.36866515
494,8977,10222,-118.924097,Conventional Hydroelectric,SPP1,36.058635,5.626093713
495,2059,10288,-121.137222,Wood/Wood Waste Biomass,IS27,41.1325,0.046040207
496,2201,10294,-121.1278,Natural Gas Fired Combined Cycle,GTG,36.225,0.109139101
497,2201,10294,-121.1278,Natural Gas Fired Combined Cycle,STG,36.225,0.109139101
498,1036,10300,-116.0873,Wood/Wood Waste Biomass,GEN1,33.586,0.143001699
499,2328,10349,-121.6397,Natural Gas Fired Combustion Turbine,GEN1,39.1365,0.054425989
500,2193,10405,-119.5794,Natural Gas Fired Combined Cycle,GEN1,36.5397,0.118360384
501,2193,10405,-119.5794,Natural Gas Fired Combined Cycle,GEN2,36.5397,0.118360384
502,1326,10427,-117.540193,Natural Gas Fired Combustion Turbine,GEN2,34.045361,0.19386546
503,1326,10427,-117.540193,Natural Gas Fired Combustion Turbine,GEN3,34.045361,0.19386546
504,2440,10437,-116.827627,Solar Photovoltaic,SUN2,34.863356,0.199155289
505,2440,10438,-116.827627,Solar Photovoltaic,SUN3,34.863356,0.199155289
506,2432,10439,-117.555768,Solar Thermal without Energy Storage,GEN1,35.00694,0.046453916
507,2431,10440,-117.555672,Solar Thermal without Energy Storage,GEN1,35.012166,0.034829145
508,2430,10441,-117.55553,Solar Thermal without Energy Storage,GEN1,35.01948,0.048552724
509,2428,10442,-117.566079,Solar Thermal without Energy Storage,GEN1,35.020981,0.077658597
510,2429,10443,-117.565903,Solar Thermal without Energy Storage,GEN1,35.014836,0.076587
511,9263,10444,-117.3563,Solar Thermal without Energy Storage,GEN1,35.0308,0.868918165
512,9263,10446,-117.338,Solar Thermal without Energy Storage,GEN1,35.033,1.167677709
513,2060,10458,-121.255833,Conventional Hydroelectric,GEN1,40.976389,14.32022786
514,2249,10472,-118.0241,Landfill Gas,GEN1,34.0233,0.086308605
515,2136,10479,-118.9096,Geothermal,T101,37.6455,0.113484961
516,2136,10479,-118.9096,Geothermal,T102,37.6455,0.113484961
517,2136,10479,-118.9096,Geothermal,T103,37.6455,0.113484961
518,2137,10480,-118.9143,Geothermal,GEN1,37.6451,0.056791464
519,2137,10480,-118.9143,Geothermal,GEN2,37.6451,0.056791464
520,2136,10481,-118.9092,Geothermal,1,37.6464,0.074648856
521,2136,10481,-118.9092,Geothermal,2,37.6464,0.074648856
522,2136,10481,-118.9092,Geothermal,3,37.6464,0.074648856
523,2209,10496,-118.9849,Natural Gas Fired Combustion Turbine,GTAG,35.4515,0.089624723
524,2209,10496,-118.9849,Natural Gas Fired Combustion Turbine,GTBG,35.4515,0.089624723
525,2209,10496,-118.9849,Natural Gas Fired Combustion Turbine,GTCG,35.4515,0.089624723
526,2209,10496,-118.9849,Natural Gas Fired Combustion Turbine,GTDG,35.4515,0.089624723
527,402,10501,-119.57097,Natural Gas Fired Combustion Turbine,K100,35.19456,0.0358916
528,1629,10548,-121.878332,Natural Gas Fired Combustion Turbine,GEN1,37.336113,0.022439706
529,2573,10586,-118.3158,Onshore Wind Turbine,EXIS,35.075,0.469747585
530,2573,10597,-118.3167,Onshore Wind Turbine,WGN1,35.0697,0.501687175
531,2258,10601,-118.22821,All Other,GEN1,33.77697,0.205667744
532,667,10623,-118.2436,Natural Gas Fired Combined Cycle,GEN1,34.0564,1.338729591
533,667,10623,-118.2436,Natural Gas Fired Combined Cycle,GEN2,34.0564,1.338729591
534,2266,10631,-115.565,Geothermal,GEN1,33.1779,0.094018581
535,2264,10632,-115.616,Geothermal,GEN1,33.1646,0.068872969
536,2265,10634,-115.6033,Geothermal,GEN1,33.1777,0.101808681
537,3094,10661,-121.244431,Wood/Wood Waste Biomass,GEN4,40.303422,0.417139333
538,525,10677,-118.4999,Natural Gas Fired Combined Cycle,UNT2,34.3801,0.236389294
539,525,10677,-118.4999,Natural Gas Fired Combined Cycle,UNT3,34.3801,0.236389294
540,1331,10684,-117.3833,Conventional Steam Coal,TG5,35.765,0.281639869
541,1331,10684,-117.3833,Conventional Steam Coal,TG8,35.765,0.281639869
542,1331,10684,-117.3833,Conventional Steam Coal,TG9,35.765,0.281639869
543,2433,10685,-117.3956,Natural Gas Fired Combustion Turbine,PINA,35.7075,0.423678611
544,473,10708,-121.4145,Conventional Hydroelectric,GEN1,40.7576,11.58467835
545,2310,10709,-121.8427,Conventional Hydroelectric,GEN1,40.4579,2.016298013
546,2471,10718,-116.56222,Onshore Wind Turbine,WND,33.92194,1.243450825
547,1412,10720,-117.140548,Natural Gas Internal Combustion Engine,287,32.819675,0.022564116
548,1412,10720,-117.140548,Natural Gas Internal Combustion Engine,333,32.819675,0.022564116
549,9554,10748,-121.7686,Landfill Gas,U1C06,36.7131,6.327837086
550,9554,10748,-121.7686,Landfill Gas,U2J02,36.7131,6.327837086
551,9554,10748,-121.7686,Landfill Gas,U3J17,36.7131,6.327837086
552,9554,10748,-121.7686,Landfill Gas,U4J16,36.7131,6.327837086
553,2262,10759,-115.638656,Geothermal,GEN1,33.158153,0.13329845
554,2272,10763,-115.2637,Geothermal,GBU,32.7757,0.064143089
555,2272,10763,-115.2637,Geothermal,GEN1,32.7757,0.064143089
556,243,10764,-123.9942,Wood/Wood Waste Biomass,GEN1,40.8786,0.082495152
557,2190,10767,-119.723218,Wood/Wood Waste Biomass,GEN1,36.688915,0.044982372
558,2331,10772,-121.313652,Wood/Wood Waste Biomass,GEN1,38.8319,0.030545259
559,2519,10776,-119.1664,Natural Gas Fired Combustion Turbine,GTG,34.1958,0.047341903
560,2050,10777,-120.264848,Wood/Wood Waste Biomass,GEN1,40.368338,0.005448731
561,2510,10836,-121.7371,Wood/Wood Waste Biomass,GEN1,38.6905,2.388477987
562,206,10837,-120.365422,Wood/Wood Waste Biomass,GEN1,36.755896,0.038584724
563,439,10840,-119.2337,Wood/Wood Waste Biomass,GEN1,35.7144,0.506918264
564,439,10840,-119.2337,Wood/Wood Waste Biomass,GEN2,35.7144,0.506918264
565,2197,10873,-117.7981,Geothermal,GEN1,36.0372,0.05353793
566,2197,10873,-117.7981,Geothermal,GEN2,36.0372,0.05353793
567,2197,10873,-117.7981,Geothermal,GEN3,36.0372,0.05353793
568,2200,10874,-117.7917,Geothermal,GEN4,36.0192,0.069569158
569,2200,10874,-117.7917,Geothermal,GEN5,36.0192,0.069569158
570,2200,10874,-117.7917,Geothermal,GEN6,36.0192,0.069569158
571,2198,10875,-117.7886,Geothermal,GEN7,36.0019,0.151199618
572,2198,10875,-117.7886,Geothermal,GEN8,36.0019,0.151199618
573,2198,10875,-117.7886,Geothermal,GEN9,36.0019,0.151199618
574,473,10880,-121.4481,Conventional Hydroelectric,GEN1,40.8014,15.6413377
575,492,10884,-118.44477,Natural Gas Fired Combustion Turbine,CTC1,34.326242,2.109961852
576,492,10884,-118.44477,Natural Gas Fired Combustion Turbine,CTC2,34.326242,2.109961852
577,344,50003,-119.4299,Natural Gas Fired Combustion Turbine,GEN1,35.0968,0.057939542
578,385,50037,-118.8222,Conventional Hydroelectric,UNT1,35.43,0.043746883
579,385,50037,-118.8222,Conventional Hydroelectric,UNT2,35.43,0.043746883
580,265,50049,-124.1014,Wood/Wood Waste Biomass,GEN1,40.4728,0.929675442
581,265,50049,-124.1014,Wood/Wood Waste Biomass,GEN2,40.4728,0.929675442
582,265,50049,-124.1014,Wood/Wood Waste Biomass,GEN3,40.4728,0.929675442
583,1456,50061,-117.070114,Natural Gas Fired Combined Cycle,GEN2,32.778225,3.707161827
584,1456,50061,-117.070114,Natural Gas Fired Combined Cycle,GEN3,32.778225,3.707161827
585,1456,50061,-117.070114,Natural Gas Fired Combined Cycle,GEN4,32.778225,3.707161827
586,1456,50061,-117.070114,Solar Photovoltaic,GEN5,32.778225,3.707161827
587,1456,50061,-117.070114,Solar Photovoltaic,GEN6,32.778225,3.707161827
588,1456,50061,-117.070114,Solar Photovoltaic,GEN7,32.778225,3.707161827
589,1456,50061,-117.070114,Solar Photovoltaic,GEN8,32.778225,3.707161827
590,1934,50076,-118.7511,Conventional Hydroelectric,UNT1,34.461667,9.198755178
591,1934,50076,-118.7511,Conventional Hydroelectric,UNT2,34.461667,9.198755178
592,1469,50089,-122.451878,Natural Gas Internal Combustion Engine,S-17,37.77656,3.164474122
593,2240,50115,-117.701,Natural Gas Fired Combustion Turbine,GEN1,35.0329,0.075627929
594,9804,50119,-122.2583,Other Gases,GENA,38.0417,0.329526123
595,9804,50119,-122.2583,Other Gases,GENB,38.0417,0.329526123
596,9804,50119,-122.2583,Other Gases,GENC,38.0417,0.329526123
597,471,50129,-122.535556,Conventional Hydroelectric,1641,39.0788,12.34625195
598,471,50129,-122.535556,Conventional Hydroelectric,1642,39.0788,12.34625195
599,471,50129,-122.535556,Conventional Hydroelectric,8332,39.0788,12.34625195
600,2555,50131,-120.3885,Natural Gas Fired Combustion Turbine,K100,36.1807,0.057537159
601,2209,50134,-118.985313,Natural Gas Fired Combustion Turbine,GTAG,35.452577,0.183534433
602,2209,50134,-118.985313,Natural Gas Fired Combustion Turbine,GTBG,35.452577,0.183534433
603,2209,50134,-118.985313,Natural Gas Fired Combustion Turbine,GTCG,35.452577,0.183534433
604,2209,50134,-118.985313,Natural Gas Fired Combustion Turbine,GTDG,35.452577,0.183534433
605,2499,50147,-117.175,Conventional Hydroelectric,1,33.051,3.686940127
606,2256,50148,-118.229392,Natural Gas Fired Combined Cycle,GEN1,33.78856,0.822892427
607,2256,50148,-118.229392,Natural Gas Fired Combined Cycle,GEN2,33.78856,0.822892427
608,2297,50156,-121.959109,Conventional Hydroelectric,GEN1,40.534454,6.641184934
609,396,50170,-119.443617,Natural Gas Fired Combustion Turbine,GEN1,35.093046,0.028133307
610,1695,50179,-122.3292,Conventional Hydroelectric,GEN1,41.2792,0.149918217
611,1695,50179,-122.3292,Conventional Hydroelectric,GEN2,41.2792,0.149918217
612,2296,50180,-121.890645,Conventional Hydroelectric,GEN1,40.670536,1.706685923
613,930,50200,-117.834793,Natural Gas Fired Combustion Turbine,GEN1,33.688721,0.592710518
614,930,50200,-117.834793,Natural Gas Fired Combustion Turbine,GEN2,33.688721,0.592710518
615,2263,50210,-115.6167,Geothermal,GEN1,33.1633,0.144477272
616,2263,50210,-115.6167,Geothermal,GEN2,33.1633,0.144477272
617,528,50216,-118.244841,Natural Gas Fired Combined Cycle,GN91,33.816647,0.157357424
618,528,50216,-118.244841,Natural Gas Fired Combined Cycle,GN92,33.816647,0.157357424
619,528,50216,-118.244841,Natural Gas Fired Combined Cycle,GN93,33.816647,0.157357424
620,528,50216,-118.244841,Natural Gas Fired Combined Cycle,GN94,33.816647,0.157357424
621,528,50216,-118.244841,Natural Gas Fired Combined Cycle,GN95,33.816647,0.157357424
622,528,50216,-118.244841,Natural Gas Fired Combined Cycle,GN96,33.816647,0.157357424
623,1518,50218,-120.879153,Conventional Hydroelectric,U1,37.860653,5.749673662
624,2286,50223,-121.892351,Conventional Hydroelectric,1296,41.028893,5.886410867
625,2522,50224,-119.184529,Other Waste Biomass,7610,34.140501,0.070794822
626,2522,50224,-119.184529,Other Waste Biomass,7710,34.140501,0.070794822
627,2522,50224,-119.184529,Other Waste Biomass,7810,34.140501,0.070794822
628,705,50233,-117.805091,Conventional Hydroelectric,4011,34.124171,0.816811133
629,1360,50234,-117.6381,Natural Gas Internal Combustion Engine,2074,34.1019,1.433869218
630,1360,50234,-117.6381,Natural Gas Internal Combustion Engine,2075,34.1019,1.433869218
631,1360,50234,-117.6381,Natural Gas Internal Combustion Engine,2076,34.1019,1.433869218
632,2474,50276,-116.5631,Onshore Wind Turbine,EXIS,33.9131,0.981186126
633,2468,50281,-116.615,Onshore Wind Turbine,WGEN,33.926111,0.023677739
634,85,50293,-122.1096,Other Waste Biomass,GEN1,39.1062,6.58253038
635,718,50300,-117.774167,Batteries,BESS1,34.059444,0.028635382
636,9844,50363,-115.511949,Wood/Wood Waste Biomass,L313,32.903826,0.310012072
637,1908,50375,-118.6242,Conventional Hydroelectric,GEN1,34.2619,7.754177956
638,2572,50386,-118.3581,Onshore Wind Turbine,WING,35.0522,1.057527984
639,96,50388,-122.2344,Petroleum Coke,GEN1,38.018056,0.138051256
640,184,50393,-119.703451,Conventional Hydroelectric,FR1,36.997694,11.84035781
641,184,50393,-119.703451,Conventional Hydroelectric,M1,36.997694,11.84035781
642,184,50393,-119.703451,Conventional Hydroelectric,RO1,36.997694,11.84035781
643,184,50393,-119.703451,Conventional Hydroelectric,RO2,36.997694,11.84035781
644,2514,50400,-120.15,Conventional Hydroelectric,GEN1,38.1861,0.002847513
645,2519,50464,-119.1667,Natural Gas Fired Combustion Turbine,GEN1,34.196,0.019130906
646,2519,50464,-119.1667,Natural Gas Fired Combustion Turbine,GEN2,34.196,0.019130906
647,2474,50485,-116.555064,Onshore Wind Turbine,GEN1,33.915023,0.527759755
648,2474,50485,-116.555064,Onshore Wind Turbine,GEN2,33.915023,0.527759755
649,1995,50492,-117.246698,Other Waste Biomass,1,32.679172,0.073898035
650,1995,50492,-117.246698,Other Waste Biomass,2,32.679172,0.073898035
651,1995,50492,-117.246698,Conventional Hydroelectric,3,32.679172,0.073898035
652,352,50493,-119.046,Natural Gas Fired Combustion Turbine,DC1,35.5005,0.060049463
653,352,50493,-119.046,Natural Gas Fired Combustion Turbine,DC2,35.5005,0.060049463
654,2210,50494,-119.040128,Natural Gas Fired Combustion Turbine,KF1,35.51647,0.090003215
655,2210,50494,-119.040128,Natural Gas Fired Combustion Turbine,KF2,35.51647,0.090003215
656,364,50495,-119.030546,Natural Gas Fired Combustion Turbine,HS1,35.509041,0.045018629
657,364,50495,-119.030546,Natural Gas Fired Combustion Turbine,HS2,35.509041,0.045018629
658,2256,50530,-118.234722,Other Gases,GEN1,33.791667,0.272299614
659,2256,50530,-118.234722,Other Gases,GEN2,33.791667,0.272299614
660,2256,50530,-118.234722,Other Gases,GEN3,33.791667,0.272299614
661,2891,50532,-118.3833,Onshore Wind Turbine,15SLE,35.0686,1.243770901
662,2891,50532,-118.3833,Onshore Wind Turbine,WGNS,35.0686,1.243770901
663,2464,50535,-116.6769,Onshore Wind Turbine,WGNS,33.9461,1.023049722
664,3187,50536,-118.2469,Onshore Wind Turbine,WGNS,35.2608,5.972858192
665,2409,50537,-122.172797,Natural Gas Fired Combustion Turbine,GEN1,37.455314,0.484623771
666,753,50540,-118.2358,Other Gases,GEN1,33.8153,0.463928438
667,753,50540,-118.2358,Natural Gas Steam Turbine,GEN2,33.8153,0.463928438
668,551,50541,-118.2303,Natural Gas Fired Combined Cycle,GEN1,33.7771,0.25270325
669,551,50541,-118.2303,Natural Gas Fired Combined Cycle,ST1,33.7771,0.25270325
670,551,50541,-118.2303,Natural Gas Fired Combined Cycle,ST2,33.7771,0.25270325
671,2465,50552,-116.71026,Onshore Wind Turbine,WGNS,33.914986,0.756016366
672,2476,50553,-116.460278,Onshore Wind Turbine,1,33.881667,0.588401028
673,1895,50560,-120.477556,Wood/Wood Waste Biomass,GEN1,37.874056,0.114017829
674,2129,50571,-121.649866,Landfill Gas,GEN1,37.749308,0.040797653
675,2129,50571,-121.649866,Landfill Gas,GEN2,37.749308,0.040797653
676,562,50610,-118.47844,Natural Gas Fired Combustion Turbine,1,34.030318,0.78040598
677,373,50612,-119.661992,Natural Gas Fired Combustion Turbine,GEN1,35.319503,0.046898839
678,2238,50622,-119.440881,Natural Gas Fired Combustion Turbine,GEN1,35.089829,0.031598817
679,2238,50622,-119.440881,Natural Gas Fired Combustion Turbine,GEN2,35.089829,0.031598817
680,1593,50623,-120.205107,Natural Gas Fired Combustion Turbine,GENA,34.475067,0.537920694
681,1593,50623,-120.205107,Natural Gas Fired Combustion Turbine,GENB,34.475067,0.537920694
682,1593,50623,-120.205107,Natural Gas Fired Combustion Turbine,GENC,34.475067,0.537920694
683,1593,50623,-120.205107,Natural Gas Fired Combustion Turbine,GEND,34.475067,0.537920694
684,652,50624,-118.33,All Other,EXP1,33.85336,0.495040719
685,652,50624,-118.33,Other Gases,GTG1,33.85336,0.495040719
686,652,50624,-118.33,All Other,STG1,33.85336,0.495040719
687,1819,50632,-121.141,Municipal Solid Waste,GEN1,37.3853,0.07861307
688,2928,50674,-116.5106,Natural Gas Internal Combustion Engine,GEN1A,33.8247,0.725697301
